District,Facility classification (large),Facility classification (small),Model,Operating institution,Rapid charging amount,Charger type,Charger ID,latitude,longitude
Yeongdeungpo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4972623,126.914426
Yeongdeungpo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5273131,126.9012858
Yeongdeungpo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5273131,126.9012858
Yeongdeungpo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5273131,126.9012858
Yeongdeungpo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5273131,126.9012858
Jongno-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5738164,126.9593286
Jongno-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5738164,126.9593286
Jongno-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5738164,126.9593286
Jongno-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5738164,126.9593286
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.5093997,126.8688497
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.5093997,126.8688497
Gangnam-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.5296583,127.0308297
Jungnang-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.5907951,127.0947948
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.5981008,127.0905139
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.5981008,127.0905139
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,1,37.4955425,127.128118
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,2,37.4955425,127.128118
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,3,37.4955425,127.128118
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,4,37.4955425,127.128118
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4682789,126.8862062
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4682789,126.8862062
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4682789,126.8862062
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4682789,126.8862062
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4682789,126.8862062
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.4746381,126.8821341
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.4746381,126.8821341
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,1,37.515155,127.1025009
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,2,37.515155,127.1025009
Songpa-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,3,37.515155,127.1025009
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,1,37.478145,126.8817087
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,2,37.478145,126.8817087
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,3,37.478145,126.8817087
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,4,37.478145,126.8817087
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,1,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,2,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,3,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,4,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,5,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,6,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,7,37.4814161,126.880386
Geumcheon-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,8,37.4814161,126.880386
Gangnam-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.4997428,127.0578493
Gangnam-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.4883342,127.0389595
Gangnam-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.51433979999999,127.062632
Gangnam-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.5239986,127.022742
Gangnam-gu,Public Facility,Community Center,Slow,Other Agency (Subsidized),,AC Slow,1,37.4837326,127.0463753
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.6478437,127.0846471
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.6478437,127.0846471
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5126593,126.8362342
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5126593,126.8362342
Yangcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5126593,126.8362342
Gangseo-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,1,37.5666449,126.8372172
Gangseo-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,2,37.5666449,126.8372172
Yeongdeungpo-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,1,37.5270602,126.9209124
Yeongdeungpo-gu,Other Facility,Other,Slow,Other Agency (Subsidized),,AC Slow,2,37.5270602,126.9209124
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4790333,127.0414993
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4790333,127.0414993
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.4885212,126.9732477
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.4885212,126.9732477
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4871857,126.89461
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4871857,126.89461
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4871857,126.89461
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.572876,127.0806338
Jungnang-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.572876,127.0806338
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.4861361,126.9452118
Gwanak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.4861361,126.9452118
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4681089,127.0947821
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4681089,127.0947821
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4681089,127.0947821
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4681089,127.0947821
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4681089,127.0947821
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.4681089,127.0947821
Gangnam-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.4681089,127.0947821
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5524605,126.8464873
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5524605,126.8464873
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5524605,126.8464873
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5524605,126.8464873
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5368338,126.8562266
Gangseo-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5368338,126.8562266
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,8,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,9,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,10,37.4783807,126.8413042
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4748248,126.8173824
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4748248,126.8173824
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4748248,126.8173824
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.4992905,126.8395317
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.482803,126.849247
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.482803,126.849247
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.482803,126.849247
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.482803,126.849247
Guro-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.482803,126.849247
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.462262,126.8903849
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.462262,126.8903849
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.462262,126.8903849
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.462262,126.8903849
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.462262,126.8903849
Geumcheon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.462262,126.8903849
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.6209348,127.0798784
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.6209348,127.0798784
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.6209348,127.0798784
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.6209348,127.0798784
Nowon-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.6209348,127.0798784
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.6025668,127.0697892
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.6025668,127.0697892
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.6025668,127.0697892
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.6025668,127.0697892
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.6025668,127.0697892
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.6025668,127.0697892
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,1,37.5959208,127.0675576
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,2,37.5959208,127.0675576
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,3,37.5959208,127.0675576
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,4,37.5959208,127.0675576
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,5,37.5959208,127.0675576
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,6,37.5959208,127.0675576
Dongdaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency (Subsidized),,AC Slow,7,37.5959208,127.0675576
