"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"455";" Closed ";" Seoul Metropolitan City Dongjak-gu Sangdo-dong 358-15 ";" Seoul Dongjak-gu 76 Sangdo-ro 15- gil ( Sangdo-dong )";" Namyang Petroleum ";1988-08-22;"20081107"
"456";" Closed ";" Seoul Metropolitan City Dobong-gu 512-8 Ssangmun-dong ";" Seoul Dobong-gu 630 Samyang-ro ( Ssangmun-dong )";" Ui-dong gas station ";1988-09-09;"20180424"
"457";" Open / Normal ";" Seoul Gangnam-gu Samseong-dong 169-17";" Seoul Gangnam-gu 619 Teheran-ro ( Samseong-dong )";" Samseong-dong Gas Station ";1988-10-17;NA
"458";" Closed ";" Seoul Metropolitan City Songpa-gu Samjeon-dong 173-11 ";" Seoul Songpa-gu 18 Samhaksa-ro 3- gil ( Samjeon-dong )";" Solar energy ";1988-10-17;"20170613"
"459";" Closed ";" Seoul Metropolitan City Seodaemun-gu 53-66 Changcheon-dong ";" Seoul Seodaemun-gu 61 Sinchon-ro 11- gil ( Changcheon-dong )";" Daewoo Petrochemical ";1988-10-25;"20160801"
"460";" Closed ";" Seoul Metropolitan City Jung-gu Hoehyeon-dong 1- ga 94-7 ";" Seoul Jung-gu Toegye-ro 8- gil 9 ( Hoehyeon-dong 1- ga )";" Daejin Petrochemical ";1988-10-28;"20200422"
"461";" Open / Normal ";" Seoul Metropolitan City Gangdong-gu Godeok-dong 506-7 24 Tong 6 and a half ";" Seoul Gangdong-gu 26 Dongnam- ro 83- gil ( Godeok-dong )";" Seohyun Energy Co. , Ltd .";1988-10-28;NA
"462";" Open / Normal ";" Seoul Yongsan-gu Bogwang-dong 387-1";" Seoul Yongsan-gu Jangmun-ro 17- gil 1 ( Bogwang-dong )";" Corporation Kumho Energy ";1988-11-14;NA
"463";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 49-50 ";NA;" Seongsu 2 Sanghoe ";1988-12-26;NA
"464";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Jingwanae-dong 565 ";NA;" Saewoong Gas Station Co., Ltd. " ;1989-01-02;"20100130"
"465";" Closed ";" Seoul Metropolitan City Gwanak-gu 196-37 Bongcheon-dong ";" Seoul Gwanak-gu 103 Nakseongdae Station-gil ( Bongcheon-dong )";" Sumin Petroleum ";1989-01-10;"20101008"
"466";" Open / Normal ";" Seoul Gangseo-gu Yeomchang-dong 283-4";" Seoul Gangseo-gu 653 Gonghang-daero ( Yeomchang-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Yanghwagyo Self Gas Station ";1989-02-01;NA
"467";" Closed ";" Seoul Metropolitan City Gangnam-gu 211-14 Nonhyeon-dong ";NA;"SK Networks Co., Ltd. Gangnam Gas Station ";1989-02-01;"20100727"
"468";" Closed ";" Seoul Metropolitan City Songpa-gu Garak-dong 160-5 20 Tong 9 and a half ";" Seoul Songpa-gu 222 Jungdae- ro ( Garak-dong )";"GS Caltex Co. , Ltd. Songpa Donghae Gas Station ";1989-03-07;"20130417"
"469";" Closed ";" Seoul Metropolitan City Gangseo-gu 693-6 Gonghang-dong ";" Seoul Gangseo-gu 14-8 Songjeong-ro ( Gonghang-dong )";" Wooyoung Petroleum ";1989-03-14;"20110706"
"470";" Closed ";" Seoul Metropolitan City Gangseo-gu 693-6 Gonghang-dong ";" Seoul Gangseo-gu 14-8 Songjeong-ro ( Gonghang-dong )";" Wooyoung Petroleum ";1989-03-14;NA
"471";" Open / Normal ";" Seoul Metropolitan City Songpa-gu Seokchon-dong 14-12";" Seoul Songpa-gu 289 Baekjegobun-ro ( Seokchon-dong )";" Daesung Petroleum Co. , Ltd. Seokchon Gas Station ";1989-03-17;NA
"472";" Closed ";" Seoul Metropolitan City Guro-gu Guro-dong 701-31 ";NA;" Dongil Petroleum ";1989-03-17;NA
"473";" Open / Normal ";" Seoul Yeongdeungpo-gu 220-56 Singil-dong ";" Seoul Yeongdeungpo-gu Singil-ro 52- gil 1 ( Singil-dong )";" Seongwon Energy ";1989-03-17;NA
"474";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeouido-dong 26 ";" Seoul Yeongdeungpo-gu 37 Gukjegeumyung -ro 2- gil ( Yeouido-dong )";"SK Global Co., Ltd. Yeouido Gas Station ";1989-03-17;"20170615"
"475";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Singil-dong 355-628 ";NA;" ( ) Beom -A Energy Co., Ltd. ";1989-03-17;"20170615"
"476";" Closed ";" Seoul Metropolitan City Songpa-gu Munjeong-dong 112-3 ";" Seoul Songpa-gu Saemal-ro 178 ( Munjeong-dong )";" US Gas Station ";1989-03-17;"20160118"
"477";" Closed ";" Seoul Metropolitan City Jongno-gu 195-1 Pyeongchang-dong ";NA;" Donghae Petroleum ";1989-03-30;NA
"478";" Open / Normal ";" Seoul Metropolitan City Guro-gu Gocheok-dong 273-47";NA;" Cheonha Energy ";1989-03-30;NA
"479";" Closed ";" Seoul Metropolitan City Gangseo-gu Banghwa-dong 499-1";" Seoul Gangseo-gu 13 Yangcheon-ro ( Banghwa-dong )";" Korea Airport Co. , Ltd .";1989-04-07;"2016-04-14"
"480";" Open / Normal ";" Seoul Gangseo-gu Banghwa-dong 500-3";" Seoul Gangseo-gu 13 Yangcheon-ro ( Banghwa-dong )";" Korea Airport Co. , Ltd .";1989-04-07;NA
"481";" Closed ";" Seoul Metropolitan City Gangseo-gu Gonghang-dong 281 ";NA;" Korea Airport Co. , Ltd .";1989-04-07;"20201116"
"482";" Open / Normal ";" Seoul Gangdong-gu Dunchon-dong 600-1 Express Gas Station ";" Seoul Gangdong-gu 1246 Cheonho-daero , Express Gas Station ( Dunchon-dong )";" Rebuild Energy Co. , Ltd. Jaeje 2 gas station Express self-service branch ";1989-04-07;NA
"483";" Closed ";" Seoul Metropolitan City Guro-gu 296-52 Sindorim-dong ";" Seoul Guro-gu Sindorim-ro 15 Gil 21-42 ( Sindorim-dong )";" Anseong Petroleum ";1989-04-10;NA
"484";" Closed ";" Seoul Metropolitan City Mapo-gu 277-5 Seongsan-dong ";" Seoul Mapo-gu Seongsan-ro 2- gil 13 ( Seongsan-dong )";" Youngpoong Petroleum ";1989-04-14;"20110713"
"485";" Open / Normal ";" Seoul Guro-gu 89-2 Garibong-dong ";" Seoul Guro-gu 131 Digital- ro 27- gil ( Garibong-dong )";" Kyungil Petrochemical ";1989-04-19;NA
"486";" Open / Normal ";" Seoul Yangcheon-gu Sinjeong-dong 151-20";" Seoul Yangcheon-gu 17 Mokdong-ro ( Sinjeong-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Yangcheon Self Gas Station ";1989-04-20;NA
"487";" Closed ";" Seoul Metropolitan City Gangdong-gu Amsa-dong 513-27 ";" Seoul Gangdong-gu 749 Olympic-ro ( Amsa-dong )";" Directly managed by Hyundai Oilbank Co. , Ltd. Amsa Self Gas Station ";1989-04-20;"20211108"
"488";" Open / Normal ";" Seoul Metropolitan City Guro-gu Guro-dong 685-500";" Seoul Guro-gu Guil-ro 94 ( Guro-dong )";"SK Guro Gas Station ";1989-04-26;NA
"489";" Closed ";" Seoul Metropolitan City Seocho-gu Yangjae-dong 85 ";" Seoul Seocho-gu 15 Nonhyeon-ro 27- gil ( Yangjae-dong )";" Yangjae Petroleum ";1989-04-28;"20140407"
"490";" Closed ";" Seoul Metropolitan City Gwanak-gu 497-5 Sillim-dong ";" Seoul Gwanak-gu 134 Sinsa- ro ( Sillim-dong )";"( Co. ) Joongang Energy Boramae Branch ";1989-05-02;"20110615"
"491";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 760-124 ";" Seoul Gangbuk-gu Samyang-ro 234 ( Mia-dong )";" Daegeon Gas Station ";1989-05-17;"20110315"
"492";" Open / Normal ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 8-11 ";" Seoul Gangnam-gu 747 Nonhyeon- ro ( Nonhyeon-dong )";" SS Motors Co. , Ltd. Nonhyeon gas station Branch ";1989-05-23;NA
"493";" Closed ";" Seoul Metropolitan City Gangnam-gu Yeoksam-dong 726-13 ";" Seoul Gangnam-gu 426 Nonhyeon-ro ( Yeoksam-dong )";" GS Caltex Co. , Ltd. Yeoksam Gas Station ";1989-05-23;"20180531"
"494";" Closed ";" Seoul Metropolitan City Songpa-gu Munjeong-dong 35-8 ";" Seoul Songpa-gu 30-36 Dongnam-ro 8- gil ( Munjeong-dong )";" Composition Caltex ";1989-05-26;"20100315"
"495";" Closed ";" Seoul Metropolitan City Seocho-gu Yangjae-dong 225,226 ";NA;" ( Pi City Co., Ltd. ) ";1989-05-30;NA
"496";" Open / Normal ";" Seoul Metropolitan City Mapo-gu Hapjeong-dong 396-9 ";" Seoul Mapo-gu 18 Heewoojeong-ro ( Hapjeong-dong )";" Seohae Energy ";1989-06-01;NA
"497";" Closed ";" Seoul Metropolitan City Mapo-gu Dohwa-dong 1-62 ";" Seoul Mapo-gu Saechang-ro 4 Na-gil 21 ( Dohwa-dong )";" Dohwa Petroleum ";1989-06-05;"20070731"
"498";" Closed ";" Seoul Metropolitan City Gangdong-gu 164-1 Seongnae-dong ";" Seoul Gangdong-gu 1078 Cheonho-daero ( Seongnae-dong )";" Gangdong Station Gas Station ";1989-06-09;"20030514"
"499";" Open / Normal ";" Seoul Dongdaemun-gu Dapsimni-dong 2-51";" Seoul Dongdaemun-gu 81 Hancheon-ro ( Dapsimni-dong )";" Paulownia Gas Station ";1989-06-12;NA
"500";" Closed ";" Seoul Metropolitan City Gangseo-gu Naebalsan-dong 701-7 ";" Seoul Gangseo-gu 291 Gangseo- ro ( Naebalsan-dong )";"( Co .) Balsan Gas Station ";1989-06-15;NA
"501";" Open / normal ";" Seoul Metropolitan City Seocho-gu Yangjae-dong 356-7";" Seoul Seocho-gu 39 Gangnam-daero 2- gil ( Yangjae-dong )";" Hyundai Petroleum Ice ";1989-06-15;NA
"502";" Operating / normal ";" Seoul Gangnam-gu SK Jindallae Gas Station, 543-2 Dogok-dong ";" Seoul Gangnam-gu 208 Dogok- ro ( Dogok-dong )";"SK Energy Co. , Ltd. Jindallae Gas Station ";1989-06-20;NA
"503";" Closed ";" Seoul Metropolitan City Jung-gu 354-11 Sindang-dong ";" Seoul Jung-gu 6 , Nagil, 11 Dongho-ro ( Sindang-dong )";" Icheon Store ";1989-06-29;"20151231"
"504";" Closed ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 810-1 ";" Seoul Seocho-gu 218 Bangbae-ro ( Bangbae-dong )";" Daeyang Gas Station ";1989-07-04;NA
"505";" Closed ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 983-40";" Seoul Seocho-gu 66 Bangbae-ro ( Bangbae -dong )";" Sunwoo Company Q Anne ";1989-07-04;NA
"506";" Closed ";" Seoul Metropolitan City Mapo-gu 402-64 Changjeon-dong ";" Seoul Mapo-gu 134 Dokmak-ro ( Changjeon-dong )";" Seogang Gas Station ";1989-07-05;"20210630"
"507";" Closed ";" Seoul Metropolitan City Gangnam-gu Cheongdam-dong 98-8 ";" Seoul Gangnam-gu 459 Dosan-daero ( Cheongdam-dong )";" Rodeo Gas Station ";1989-07-05;"20110125"
"508";" Closed ";" Seoul Metropolitan City Gangnam-gu Poi-dong 212-6 ";NA;" Poi-dong gas station ";1989-07-05;NA
"509";" Closed ";" Seoul Metropolitan City Yongsan-gu Hangang-ro 3- ga 40-969 ";" Seoul Yongsan-gu 83 , Cheongpa- ro 20- gil ( Hangang-ro 3- ga )";" West T&D Co., Ltd. ";1989-07-07;NA
"510";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 40-2, Sinsa-dong ";" Seoul Eunpyeong-gu 319 Gajwa-ro ( Sinsa-dong )";" Heungil Gas Station ";1989-07-19;"20150520"
"511";" Closed ";" Seoul Metropolitan City Jongno-gu Sungin-dong 217-16 ";" Seoul Jongno-gu Jongno 62 Gil 23 ( Sungin-dong )";" Dongnam Petroleum ";1989-08-01;NA
"512";" Open / Normal ";" Seoul Seongbuk-gu Dongseon-dong 5 -ga 40";" Seoul Seongbuk-gu 17 Arirang- ro 4- gil ( Dongseon-dong 5- ga )";" Pungseong Petroleum ";1989-08-24;NA
"513";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Yeokchon-dong 22-12 ";" Seoul Eunpyeong-gu 68 Yeonseo-ro ( Yeokchon-dong )";" Yeokchon-dong gas station ";1989-08-26;"20130530"
"514";" Open / Normal ";" Seoul Seocho-gu Seocho-dong 1632-1";" Seoul Seocho-gu 116 Saimdang-ro ( Seocho-dong )";" HD Hyundai Oilbank Co. , Ltd. directly managed Seocho Jeil Gas Station ";1989-08-28;NA
"515";" Open / Normal ";" Seoul Guro-gu Guro-dong 317-90 ";" Seoul Guro-gu 55 Gurojungang- ro 15- gil ( Guro-dong )";" Shinshin Petroleum ";1989-08-28;NA
"516";" Open / Normal ";" Seoul Metropolitan City Yangcheon-gu Sinwol-dong 474-4";" Seoul Yangcheon-gu 331 Jungang-ro ( Sinwol-dong )";" Sammi Trading Co. , Ltd. Shinwol IC Self -Gas Station ";1989-08-31;NA
"517";" Closed ";" Seoul Metropolitan City Gwanak-gu Namhyeon-dong 1054-6 ";" Seoul Gwanak-gu Nambusunhwan-ro 2014 ( Namhyeon-dong )";" Namhyeon Gas Station ";1989-09-01;"20210630"
"518";" Open / Normal ";" Seoul Metropolitan City Gwanak-gu Sillim-dong 616-1";" Seoul Gwanak-gu 206 Nangok-ro ( Sillim-dong )";" GS Caltex Co. , Ltd. Nangok Gas Station ";1989-09-07;NA
"519";" Closed ";" Seoul Metropolitan City Gangdong-gu 98-65 Dunchon-dong ";" Seoul Gangdong-gu 203-6 Jinhwangdo-ro ( Dunchon-dong )";" Daemyung Petrochemical ";1989-09-21;"20151123"
"520";" Closed ";" Seoul Metropolitan City Guro-gu Oryu-dong 6-42 ";" Seoul Guro-gu 175 Gyeongin- ro ( Oryu-dong )";"SK Networks Co. , Ltd. Taekyung Gas Station ";1989-09-29;"20170501"
"521";" Closed ";" Seoul Metropolitan City Geumcheon-gu 1005-5 Doksan-dong ( 104 Doksan Station-gil ) ";" Seoul Geumcheon-gu 1155 Beoman-ro ( Doksan-dong )";" Dongnam Gas Station ";1989-09-29;NA
"522";" Closed ";" Seoul Metropolitan City Songpa-gu Garak-dong 158-9 ";" Seoul Songpa-gu 38 Ogeum-ro, 17 Ga-gil ( Garak-dong )";" Jinseong Petroleum ";1989-09-29;"20080820"
"523";" Open / Normal ";" Seoul Seocho-gu Wonji-dong 10-16 and 7 lots ";" Seoul Seocho-gu 73-71 Yangjae-daero 12- gil ( Wonji-dong )";" H&DI Co. , Ltd. Seoul Meeting Plaza Gas Station ";1989-10-04;NA
"524";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-396 ";" Seoul Seongdong-gu 15 Wangsimni- ro 10- gil ( Seongsu-dong 1- ga )";" Youngjin Oil ";1989-10-06;"20131115"
"525";" Closed ";" Seoul Metropolitan City Gwangjin-gu Gunja-dong 117-39 ";" Seoul Gwangjin-gu Dongil- ro 52 - gil 10 ( Gunja-dong )";"OK Energy ";1989-10-11;"20070919"
"526";" Open / Normal ";" Seoul Dobong-gu Changdong 603-84";" Seoul Dobong-gu 267 Deokneung-ro ( Changdong )";" Daesung Industrial Co. , Ltd. Sinchang Gas Station ";1989-10-13;NA
"527";" Closed ";" Seoul Metropolitan City Dobong-gu Room 725-9, 5, 20, Banghak -dong ";" Seoul Dobong-gu 21 Banghak- ro ( Banghak-dong )";" Somo Energy & Technology Co., Ltd. Shinjungje Gas Station ";1989-10-13;"20191021"
"528";" Open / Normal ";" Seoul Gangdong-gu Seongnae-dong 108-9,107-7";" Seoul Gangdong-gu 578 Olympic- ro ( Seongnae-dong )";" Somo Co. , Ltd. Seongnae Gas Station ";1989-10-14;NA
"529";" Closed ";" Seoul Metropolitan City Songpa-gu Bangi-dong 108-9 ";" Seoul Songpa-gu 453 Baekje Gobun-ro ( Bangi-dong )";" Songpa SK";1989-10-16;NA
"530";" Open / Normal ";" Seoul Gwanak-gu Sillim-dong 1641-58";" Seoul Gwanak-gu 290 Sillim-ro ( Sillim-dong )";" Shingwan Gas Station ";1989-10-23;NA
"531";" Closed ";" Seoul Metropolitan City Seocho-gu Seocho-dong 1564-2 ";" Seoul Seocho-gu 103 Seocho-daero 48- gil ( Seocho-dong )";" Seocho Daesung Petrochemical ";1989-10-31;"20100205"
"532";" Closed ";" Seoul Metropolitan City Gangnam-gu 547-12 Sinsa-dong ";" Seoul Gangnam-gu Apgujeong-ro 14 Gil 24 ( Sinsa-dong )";" Sambo Petroleum ";1989-11-09;NA
"533";" Closed ";" Seoul Metropolitan City Gwangjin-gu Gunja-dong 127-20 ";" Seoul Gwangjin-gu Dongil-ro 252 ( Gunja-dong )";" Geobong Petroleum ";1989-11-11;"20110601"
"534";" Closed ";" Seoul Metropolitan City Gwangjin-gu 210-7 Guui-dong ";NA;" Namwon Petroleum ";1989-11-22;NA
"535";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 228-206 ";NA;" Mijin Petroleum ";1989-11-30;NA
"536";" Closed ";" Seoul Metropolitan City Gangdong-gu Cheonho-dong 366-1 ";" Seoul Gangdong-gu 15-4, Olympic-ro 78- gil ( Cheonho-dong )";" Boogi Petroleum ";1989-12-01;"20210331"
"537";" Closed ";" Seoul Metropolitan City Seocho-gu Yangjae-dong 352-7 ";" Seoul Seocho-gu 24 Gangnam- daero 2- gil ( Yangjae-dong )";" Daeho Oil Sales Co., Ltd. " ;1989-12-03;"20140407"
"538";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Bulgwang-dong 1-211 ";NA;" Bulgwang-dong gas station ";1989-12-04;"20080116"
"539";" Closed ";" Seoul Metropolitan City Gangdong-gu Gil-dong 368-5 ";" Seoul Gangdong-gu 1509 Yangjae-daero ( Gil - dong )";" Sunwoo GSM Q Enne Co., Ltd. Gangdong Gas Station ";1989-12-07;NA
"540";" Closed ";" Seoul Metropolitan City Mapo-gu Daeheung-dong 9 ";" Seoul Mapo-gu 147 Daeheung-ro ( Daeheung-dong )";" Citizen Petroleum ";1989-12-23;"20070829"
"541";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 52-217 ";NA;" Daejin Petroleum ";1989-12-28;NA
"542";" Closed ";" Seoul Metropolitan City Songpa-gu Geoyeo-dong 14-6 ";" Seoul Songpa-gu 12 Ogeum-ro 51- gil ( Geoyeo-dong )";" Samsung Petroleum Corporation ";1990-01-20;"20170412"
"543";" Open / Normal ";" Seoul Gangnam-gu Ilwon-dong 645-13";" Seoul Gangnam-gu Yangjae-daero 55- gil 3 ( Ilwon-dong )";" Ilwon Gas Station ";1990-01-24;NA
"544";" Open / Normal ";" Seoul Metropolitan City Dongdaemun-gu Yongdu-dong 102-133";" Seoul Dongdaemun-gu 44 Cheonho-daero 17- gil ( Yongdu-dong )";" Ancient Energy ";1990-02-05;NA
"545";" Closed ";" Seoul Metropolitan City Yangcheon-gu Sinwol-dong 113-22 ";" Seoul Yangcheon-gu 10 Woljeong-ro 27- gil ( Sinwol-dong )";" Yugong Petroleum ";1990-02-15;"20210407"
"546";" Open / Normal ";" Seoul Metropolitan City Songpa-gu Jamsil-dong 212-2 ";" Seoul Songpa-gu 19-5 , Seokchonhosu-ro 12- gil ( Jamsil-dong )";" Jamsil Petroleum ";1990-02-21;NA
"547";" Closed ";" Seoul Metropolitan City Songpa-gu Ogeum-dong 137-5 ";" Seoul Songpa-gu 93 Seongnaecheon-ro ( Ogeum-dong )";" Korea Petroleum ";1990-02-21;"20201020"
"548";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 267-56 Galhyeon-dong ";" Seoul Eunpyeong-gu 55 Galhyeon-ro 29- gil ( Galhyeon-dong )";" Daechang Petroleum ";1990-02-22;NA
"549";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Galhyeon-dong 504-62 ";" Seoul Eunpyeong-gu 229 Galhyeon-ro ( Galhyeon-dong )";" Ilsung Petroleum ";1990-03-02;NA
"550";" Open / Normal ";" Seoul Songpa-gu 155-16 Seokchon-dong ";" Seoul Songpa-gu 16 Seokchonhosu- ro 20- gil ( Seokchon-dong )";" Namdo Energy Co., Ltd . ";1990-03-20;NA
"551";" Closed ";" Seoul Metropolitan City Seodaemun-gu 4-80 Changcheon-dong ";" Seoul Seodaemun-gu 76-5 Myeongmul-gil ( Changcheon-dong )";" Sinchon Petroleum ";1990-03-30;NA
"552";" Open / Normal ";" Seoul Seongbuk-gu 627-1 Donam-dong ";" Seoul Seongbuk-gu 13-4 , Jeongneung-ro 44- gil ( Donam-dong )";" Taekwang Petroleum ";1990-04-06;NA
"553";" Closed ";" Seoul Metropolitan City Jung-gu 695 Namdaemun-ro 5 -ga ";NA;" Gongjusa ";1990-04-09;"20040429"
"554";" Closed ";" Seoul Metropolitan City Seodaemun-gu Daehyeon-dong 45-16 ";" Seoul Seodaemun-gu Ewha Womans University 2- gil 16 ( Daehyeon-dong )";" Daeil Petrochemical ";1990-04-18;NA
"555";" Closed ";" Seoul Metropolitan City Gangnam-gu 71-9 Samseong-dong ";" Seoul Gangnam-gu 503 Bongeunsa- ro ( Samseong-dong )";"SK Networks Co., Ltd. Ocheon Gas Station ";1990-04-24;NA
"556";" Open / Normal ";" Seoul Songpa-gu Ogeum-dong 4-1";" Seoul Songpa-gu 188 Wiryeseong-daero ( Ogeum-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Olympic self-service gas station ";1990-04-26;NA
"557";" Closed ";" Seoul Metropolitan City Dongjak-gu Sangdo-dong 307-5 ";NA;" Ssangyong Petroleum ";1990-05-16;NA
"558";" Closed ";" Seoul Metropolitan City Gangdong-gu Cheonho-dong 312-1 ";" Seoul Gangdong-gu 51 Cheonjung-ro 15- gil ( Cheonho-dong )";" Dongnam Oil Sales ";1990-05-16;"20201201"
"559";" Closed ";" Seoul Metropolitan City Yangcheon-gu Mokdong 781-20 ";" Seoul Yangcheon-gu 39 , Mokdong Jungangseo-ro 7- gil ( Mok-dong )";" Permanent Oil ";1990-05-23;NA
"560";" Closed ";" Seoul Metropolitan City Seocho-gu Banpo-dong 44-4 ";" Seoul Seocho-gu 195 Seochojungang-ro ( Banpo-dong )";" Sampoong Oil Gas Station ";1990-05-29;"20110610"
"561";" Closed ";" Seoul Metropolitan City Mapo-gu Room 208, Building 207 , Hyundai Hometown Apartment, 353 Dohwa - dong ";NA;" Shinan Petroleum ";1990-06-13;NA
"562";" Closed ";" Seoul Metropolitan City Gangseo-gu Banghwa-dong 607-100 17 barrels 4 and a half ";" Seoul Gangseo-gu 19 Banghwa-dong-ro 12 Na-gil ( Banghwa-dong )";" Shinan Petroleum ";1990-06-13;NA
"563";" Closed ";" Seoul Metropolitan City Gangnam-gu Daechi-dong 942-4 ";" Seoul Gangnam-gu 434 Samsung-ro ( Daechi-dong )";" Future Gas Station ";1990-06-18;"20090911"
"564";" Closed ";" Seoul Metropolitan City Yangcheon-gu Mokdong 497-7 ";" Seoul Yangcheon-gu 101 Mokdong Jungangbon-ro ( Mok-dong )";" Cheonil Petroleum ";1990-06-22;"20040514"
"565";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 4 -ga 116-6 ";" Seoul Yeongdeungpo-gu 18-1 Yeongsin- ro 32- gil ( Yeongdeungpo-dong 4- ga )";" Daeil Petrochemical ";1990-06-28;"20170228"
"566";" Open / Normal ";" Seoul Seongdong-gu 1526 Geumho-dong 4 -ga ";" Seoul Seongdong-gu 22 Maebong-gil ( Geumho-dong 4- ga )";" Gyeongil Oil ";1990-08-01;NA
"567";" Open / Normal ";" Seoul Yangcheon-gu Sinjeong-dong 1024-1 ";" Seoul Yangcheon-gu 11 Sinwol-ro 36- gil ( Sinjeong-dong )";" Jeil Petrochemical ";1990-08-09;NA
"568";" Closed ";" Seoul Metropolitan City Seongbuk-gu 7-19 Jongam-dong ";" Seoul Seongbuk-gu 32-3 Jongam-ro 14- gil ( Jongam-dong )";" Far East Petroleum ";1990-08-28;"20080101"
"569";" Closed ";" Seoul Metropolitan City Gangnam-gu Yeoksam-dong 831-23 ";" Seoul Gangnam-gu 350 Gangnam- daero ( Yeoksam-dong )";" Daewon Gas Station ";1990-08-28;NA
"570";" Closed ";" Seoul Metropolitan City Songpa-gu Macheon-dong 88-8 ";" Seoul Songpa-gu 38 Macheon- ro 39- gil ( Macheon-dong )";" Geoma ENG Co., Ltd . ";1990-08-28;NA
"571";" Closed ";" Seoul Metropolitan City Yongsan-gu Bogwang-dong 264-69 ";" Seoul Yongsan-gu 48 Bogwang-ro 14- gil ( Bogwang-dong )";" JoongAng Petroleum ";1990-09-03;NA
"572";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 673-20 Eungam-dong ";" Seoul Eunpyeong-gu 11 Gajwa- ro 6- gil ( Eungam-dong )";" Donghae Petroleum ";1990-09-03;"20080507"
"573";" Closed ";" Seoul Metropolitan City Seocho-gu Yangjae-dong 247-9 ";" Seoul Seocho-gu 18 Eonnam 1- gil ( Yangjae-dong )";" Kyungdong Petroleum ";1990-09-04;NA
"574";" Open / Normal ";" Seoul Metropolitan City Seongdong-gu Songjeong-dong 73-515 ";" Seoul Seongdong-gu 209-1 Dongil-ro ( Songjeong-dong )";" Myeongil ";1990-09-06;NA
"575";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 225-9 Daejo-dong ";" Seoul Eunpyeong-gu 10 Yeonseo-ro 18- gil ( Daejo-dong )";" Dongshin Petroleum ";1990-09-13;NA
"576";" Closed ";" Seoul Metropolitan City Dongjak-gu Sangdo-dong 203-36 ";" Seoul Dongjak-gu Jangseungbaegi-ro 13 ( Sangdo-dong )";" Junseong Petroleum ";1990-09-14;NA
"577";" Open / Normal ";" Seoul Metropolitan City Guro-gu Gaebong-dong 137-3";" Seoul Guro-gu 33 Gyeongin- ro 22 Ragil ( Gaebong-dong )";" SK Oil ";1990-09-17;NA
"578";" Open / Normal ";" Seoul Gwanak-gu Sillim-dong 666-14";" Seoul Gwanak-gu 108 Nangok-ro ( Sillim-dong )";" Hyundai Gas Station ";1990-09-18;NA
"579";" Closed ";" Seoul Metropolitan City Gwangjin-gu 605-4 Junggok-dong ";" Seoul Gwangjin-gu 186 Yongmasan- ro ( Junggok-dong )";" Jungsan Gas Station ";1990-09-21;"20130131"
"580";" Closed ";" Seoul Metropolitan City Jungnang-gu 166-47 Myeonmok-dong ";" Seoul Jungnang-gu 341 Sagajeong-ro ( Myeonmok-dong )";" Daenong 2 Gas Station ";1990-09-27;"20170821"
"581";" Open / Normal ";" Seoul Songpa-gu Macheon-dong 212-8";" Seoul Songpa-gu 283 Seongnaecheon- ro ( Macheon-dong )";" Best ENG Co. , Ltd. ";1990-09-29;NA
"582";" Closed ";" Seoul Metropolitan City Gangdong-gu Cheonho-dong 322-8 ";" Seoul Gangdong-gu 87 Sangam-ro 4- gil ( Cheonho-dong )";" ES Energy ";1990-10-16;" 20161222 "
"583";" Open / Normal ";" Seoul Metropolitan City Eunpyeong-gu 592-34 Eungam-dong ";" Seoul Eunpyeong-gu 18 Eungam- ro 9- gil ( Eungam-dong )";" Daelim Petrochemical ";1990-10-31;NA
"584";" Cancel / Expunge / Expire / Suspension / Stop ";" Seoul Metropolitan Government Eunpyeong-gu Gusan-dong 304-1 ";" Seoul Eunpyeong-gu 269 Seooreung-ro ( Gusan-dong )";" Seooreung Gas Station ";1990-11-03;NA
